0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.1,60.0,59.7,59.7,59.3,59.2,58.4,57.9,58.2,59.5,62.3,63.1,63.4,63.8,64.1,64.3,64.3,63.9,63.0,61.6,61.1,61.1,60.7,60.3
82.0,82.0,83.0,83.0,85.0,86.0,93.0,97.0,96.0,92.0,81.0,76.0,74.0,72.0,70.0,70.0,70.0,70.0,72.0,75.0,77.0,76.0,79.0,83.0
,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,82.136
,,,,,,,,,,,,,,,,,,,,,,,43.666666666666664
15,15,,,,,,,,,,,,,,,,,,,,,,0.0
